latitude,longitude,ratio,vegetationType
27.532,98.9698,0.226046869,forest
53.15766873,127.3730379,0.398305085,forest
27.9016,91.9031,0.200313882,forest
29.59,102.02,0.272782033,forest
27.7096,99.7009,0.206602893,forest
31.2069,98.8023,0.472073652,forest
50.4084,121.7075,0.254665762,forest
30.0077,101.0007,0.156719023,forest
27.3202,99.5781,0.056937859,forest
28.7586,99.0287,0.323360344,forest
27.38,99.43,0.348893066,forest
27.38,100.48,0.163279265,forest
29.8094,94.7097,0.175956053,forest
53.20678656,95.32021359,0.227109515,forest
31.86666667,103.55,0.240704501,forest
50.33800942,103.9227722,0.227109515,forest
52.52554081,120.6116977,0.418819188,forest
27.1736,100.2366,0.358343272,forest
50.9097,121.0014,0.495488941,forest
27.1718,100.721,0.278080454,forest
27.1084,100.6524,0.145293073,forest
27.17,100.23,0.358420996,forest
27.17,100.72,0.278080454,forest
27.17,99.75,0.33970068,forest
27.17,99.57,0.169946333,forest
27.17,99.5,0.097356362,forest
27.17,99.43,0.331914101,forest
30.6075,102.7095,0.330188679,forest
26.67,99.8,0.344770858,forest
26.67,100.12,0.173127178,forest
27.67,100.6,0.281284004,forest
27.67,100.6619,0.111514634,forest
27.67,100.53,0.303864268,forest
27.67,100.67,0.111514634,forest
29.92,95.98,0.089,forest
29.92,95.88,0.091524266,forest
31.6039,102.8053,0.230229053,forest
42.2166667,-123.083333,0.109947644,forest
42.2166667,-123.083333,0.111269615,forest
44.4666667,-123.4833333,0.256789137,forest
44.233333,-122.2166667,0.224069149,forest
30.103,95.0058,0.43270234,forest
28.5396,98.8432,0.158515386,forest
33.5756,103.6778,0.236856053,forest
33.5594,103.6253,0.233024471,forest
28.4065,97.0014,0.390258404,forest
27.9065,101.2004,0.244775697,forest
30.9038,102.3367,0.208139586,forest
51.3004,120.8073,0.62039758,forest
48.17,24.75,0.228318584,forest
48.17,24.75,0.208350389,forest
48.17,24.75,0.259129565,forest
48.17,24.75,0.099824099,forest
48.17,24.75,0.076231061,forest
48.17,24.75,0.07359753,forest
48.17,24.75,0.233444816,forest
48.17,24.75,0.09251274,forest
48.17,24.75,0.060606061,forest
48.17,24.75,0.089491917,forest
48.17,24.75,0.129237288,forest
48.17,24.75,0.108443067,forest
48.17,24.75,0.106703146,forest
50.67,121.83,0.933090024,forest
50.67,121.83,0.232048794,forest
50.67,121.83,0.177309692,forest
50.67,121.83,0.241639698,forest
50.67,121.83,0.239063463,forest
50.67,121.83,0.33418408,forest
50.67,121.83,0.260623229,forest
50.67,121.83,0.149460709,forest
50.67,121.83,0.261451727,forest
50.67,121.83,0.278121988,forest
50.67,121.83,0.116023205,forest
50.67,121.83,0.212040424,forest
50.67,121.83,0.233962988,forest
50.67,121.83,0.172193878,forest
49.17,23.83,0.349186483,forest
49.17,23.83,0.282973621,forest
49.17,23.83,0.277415144,forest
49.17,23.83,0.250137741,forest
49.17,23.83,0.266265339,forest
49.17,23.83,0.244197292,forest
49.17,23.5,0.2578125,forest
49.17,23.5,0.198613518,forest
29.71,94.4,0.147342625,forest
52.6039,124.2097,0.390310786,forest
53.86662909,99.07458491,0.227109515,forest
27.4519,100.4838,0.184140112,forest
48.402,121.4046,0.560717311,forest
29.5063,94.3069,0.157267866,forest
53.13991584,131.2394821,0.214285714,forest
50.90960241,88.16452337,0.214285714,forest
50.94851751,88.79053872,0.214285714,forest
50.38973886,86.20492872,0.214285714,forest
51.67116183,86.11902305,0.214285714,forest
50.74264732,85.68082177,0.214285714,forest
51.76129116,87.53022129,0.214285714,forest
50.71141019,84.1563449,0.214285714,forest
49.85009761,85.76201827,0.214285714,forest
51.38459759,86.41384243,0.214285714,forest
51.34337208,83.21081016,0.214285714,forest
54.3724198,89.70822672,0.25245098,forest
50.89940459,103.9179601,0.25245098,forest
53.62760835,98.05622692,0.25245098,forest
53.46297481,90.15625968,0.25245098,forest
51.28168649,85.20590784,0.25245098,forest
52.4419783,100.1506142,0.25245098,forest
51.19961597,88.12012121,0.25245098,forest
52.53627881,89.14476556,0.25245098,forest
50.21181677,86.30535689,0.25245098,forest
52.14282122,89.52747663,0.25245098,forest
53.19143074,129.0396649,0.25245098,forest
51.07935686,104.6424889,0.25245098,forest
53.80535166,121.9887336,0.244444444,forest
53.46642489,127.4573374,0.244444444,forest
54.13775521,124.2841715,0.244444444,forest
53.63189237,122.9841632,0.244444444,forest
51.9,123,0.21,forest
51.9,123,0.21,forest
51.9,123,0.21,forest
42,119.4,0.404990403,forest
42,119.4,0.337301587,forest
42,119.4,0.41,forest
42,119.4,0.34,forest
42,119.4,0.446631858,forest
42,119.4,0.41,forest
42,119.4,0.34,forest
42,119.4,0.34,forest
42,119.4,0.41,forest
48,37.33,6.007853403,forest
48,37.33,8.559322034,forest
48,37.33,6.264705882,forest
48,37.33,10.45977011,forest
48,46,0.877777778,forest
48,37.2,0.531987814,forest
48,37.2,0.203189793,forest
48,124.4,0.205882353,forest
48,124.4,0.208251473,forest
48,124.4,0.2239819,forest
48,124.4,0.218666667,forest
48,124.4,0.191666667,forest
48,124.4,0.42295082,forest
48,124.4,0.157289003,forest
48,124.4,0.22,forest
48,124.4,0.22,forest
48,124.4,0.19,forest
48,124.4,0.42,forest
48,124.4,0.16,forest
48,124.4,0.22,forest
48,124.4,0.22,forest
48,124.4,0.19,forest
48,124.4,0.42,forest
48,124.4,0.16,forest
48,124.4,0.16,forest
48,124.4,0.19,forest
48,124.4,0.22,forest
48,124.4,0.22,forest
48,124.4,0.42,forest
50,43.17,0.283530572,forest
52,79,0.143442623,forest
52,79,0.15720524,forest
52,79,0.147321429,forest
52,79,0.175324675,forest
52,79,0.492537313,forest
52,80.3,0.246376812,forest
52,80.3,0.248275862,forest
52,80.3,0.240246407,forest
52,80.3,0.203957382,forest
52,80.3,0.186157518,forest
52,80.3,0.212851406,forest
52,80.3,0.220994475,forest
52,80.3,0.212299916,forest
52,80.3,0.207606973,forest
52,80.3,0.208560311,forest
52,80.3,0.162079511,forest
52,80.3,0.178210117,forest
52,80.3,0.179507546,forest
52,80.3,0.17235637,forest
52,80.3,0.179775281,forest
52,76,0.190982238,forest
52,76,0.206840669,forest
52,86,0.207346797,forest
52,86,0.208525459,forest
52,86,0.209394454,forest
52,86,0.210097917,forest
52,86,0.210671467,forest
52,86,0.211191336,forest
52,86,0.211598353,forest
52,86,0.211904512,forest
52,86,0.207787171,forest
52,86,0.208769674,forest
52,86,0.209643824,forest
52,86,0.210347912,forest
52,86,0.210795678,forest
52,86,0.211260588,forest
52,86,0.211658041,forest
52,86,0.21203772,forest
52,78.75,0.419440746,forest
52,78.75,0.231132901,forest
52,78.75,0.164974619,forest
52,78.75,0.126845349,forest
52,78.75,0.123874488,forest
52,78.75,0.135097622,forest
52,78.75,0.155671176,forest
52,78.75,0.093287827,forest
52,78.75,0.107623318,forest
54,90.33,0.241590214,forest
54,90.33,0.34849167,forest
56,90,0.182331793,forest
56,90,0.156431934,forest
56,94,0.191374663,forest
56,92,0.171980676,forest
56,92,0.091743119,forest
56,92,0.087591241,forest
56,92,0.090909091,forest
56,92.3,0.19047619,forest
56.25,85,0.253012048,forest
56.5,85,0.148442272,forest
38.75,111.88,0.143599215,forest
39,112.2,0.14421994,forest
45,36,0.258643916,forest
45,36,0.258536585,forest
47,123,0.376185364,forest
47,123,0.784805245,forest
47,123,0.466760962,forest
49,44,1.240740741,forest
49,44,1.538461538,forest
49,44,1.714285714,forest
49,44,1.692307692,forest
49,44,1.701754386,forest
49,44,1.75,forest
49,44,1.666666667,forest
49,44,1.716981132,forest
49,44,1.583333333,forest
49,44,1.703703704,forest
49,44,1.672727273,forest
49,44,1.727272727,forest
49,44,1.6,forest
49,44,1.564516129,forest
49,44,1.564516129,forest
49,44,1.672727273,forest
49,44,1.685185185,forest
49,44,1.642857143,forest
49,44,1.672413793,forest
49,44,1.627118644,forest
49,44,1.610169492,forest
49,44,1.616666667,forest
49,44,1.727272727,forest
49,44,1.689655172,forest
49,44,1.649122807,forest
49,44,1.644067797,forest
49,44,1.523809524,forest
49,44,1.484375,forest
49,44,1.408450704,forest
49,44,1.573333333,forest
49,44,1.350649351,forest
49,44,1.492537313,forest
49,44,1.430555556,forest
49,44,1.507936508,forest
49,44,1.375,forest
49,44,1.484848485,forest
49,44,1.422535211,forest
49,44,1.914285714,forest
49,44,1.555555556,forest
49,44,1.75,forest
49,44,1.573333333,forest
49,44,1.787878788,forest
49,44,0.18018018,forest
49,44,0.179186768,forest
49,44,0.125680129,forest
51,80,0.231208713,forest
51,51.3,0.309469775,forest
51,51.3,0.221565731,forest
51,44,0.242990654,forest
51,44,0.181708785,forest
51,44,0.251633987,forest
51,44,0.382414935,forest
51,44,0.29856387,forest
53,70.2,0.09788567,forest
53,70.2,0.177304965,forest
53,70.2,0.142357966,forest
53,70.2,0.140627197,forest
53,70.2,0.163356547,forest
53,70.2,0.161302711,forest
53,70.2,0.162062615,forest
53,70.2,0.200904068,forest
53,70.2,0.1525941,forest
53,70.2,0.147492625,forest
53,70.2,0.149142431,forest
53,83,0.28,forest
53,83,0.284552846,forest
53,83,0.261127596,forest
53,83,0.222440945,forest
53,83,0.220543807,forest
53,83,0.198809524,forest
53,83,0.19022869,forest
53,83,0.204672897,forest
53,83,0.189526185,forest
53,83,0.19123506,forest
53,83,0.178050652,forest
53,83,0.16259542,forest
53,83,0.182622687,forest
53,83,0.178691275,forest
53,70.1,0.140429715,forest
55,82.5,0.464566929,forest
55,82.5,0.136455331,forest
55,82.5,0.148992112,forest
55,82.5,0.148908858,forest
55,82.5,0.093643199,forest
55,82.5,0.094683176,forest
55,69,0.392309098,forest
55,69,0.219433697,forest
55,69,0.16060544,forest
55,69,0.206004264,forest
55,83,0.307816649,forest
55,83,0.226973317,forest
55,83,0.303528606,forest
55,83,0.259149941,forest
55,83,0.504187605,forest
55,70,0.370442581,forest
35.25,-97.33333,0.217633929,forest
39.5,112.2,0.143215241,forest
49.5,121.3,0.492539284,forest
49.5,122,0.415266726,forest
53.5,92,0.14530777,forest
53.5,92,0.155829596,forest
53.5,92,0.194214876,forest
53.5,92,0.182936203,forest
53.5,92,0.159564823,forest
51.75,94.5,0.179580675,forest
51.75,94.5,0.15339664,forest
51.75,94.5,0.165230613,forest
51.75,94.5,0.165911665,forest
42.16064835,48.12543516,0.228671944,forest
53.56374444,80.87047872,0.234104046,forest
52.33,64,0.64729424,forest
52.33,64,0.68896655,forest
52.33,64,0.256305385,forest
52.33,64,0.275257812,forest
52.33,64,0.585016835,forest
52.33,64,0.565564424,forest
52.33,64,0.406743115,forest
52.33,64,0.245627249,forest
52.33,64,0.297338736,forest
52.33,64,0.485445589,forest
52.33,64,0.424631658,forest
52.33,64,0.403918692,forest
52.33,64,0.704529116,forest
52.33,64,0.40987285,forest
52.33,64,0.52262931,forest
52.33,64,0.496253122,forest
52.33,64,0.311654862,forest
52.33,64,0.539638087,forest
52.33,64,0.600206968,forest
52.33,64,0.542028019,forest
52.33,64,0.439418417,forest
52.33,64,0.321437774,forest
52.33,64,0.449401875,forest
52.33,64,0.419916797,forest
54.33,82.5,0.274192653,forest
54.33,82.5,0.221857025,forest
54.33,82.5,0.12125903,forest
54.33,82.5,0.125204583,forest
54.33,82.5,0.178694158,forest
54.33,82.5,0.19766147,forest
54.33,82.5,0.18841854,forest
54.33,82.5,0.208172706,forest
54.33,82.5,0.217757702,forest
54.33,82.5,0.218559219,forest
54.33,82.5,0.209624122,forest
54.33,82.5,0.234990619,forest
54.33,82.5,0.210919272,forest
54.33,82.5,0.201324503,forest
54.33,82.5,0.184686418,forest
54.33,82.5,0.183629277,forest
56.33,93,0.194942044,forest
56.33,93,0.245120291,forest
56.33,93,0.182378628,forest
56.33,93,0.174469142,forest
56.33,95.75,0.206401766,forest
38.83,112.03,0.144903672,forest
48.83,43,0.158045977,forest
37.33,68.5,0.322519446,forest
49.33,36.67,0.174667229,forest
49.33,36.67,0.196212953,forest
49.33,36.67,0.182275011,forest
49.33,36.67,0.174392936,forest
53.83,92,0.168412883,forest
55.94845378,68.74881321,0.418819188,forest
42.0031,119.4092,0.446631858,forest
44.2441,118.723,0.22,forest
50.92400302,106.0584979,0.235745614,forest
55.42431787,61.30072033,0.234104046,forest
56.12376461,67.39363429,0.418819188,forest
53.10806178,105.051489,0.203428571,forest
51.07358262,107.0152288,0.203428571,forest
53.383333,-113.75,1.57,forest
53.383333,-113.75,1.04,forest
53.383333,-113.75,0.87,forest
53.72274847,83.52140752,0.203428571,forest
42.07,119.45,0.312687813,forest
42.07,119.45,0.436703483,forest
42.07,119.45,0.577351339,forest
42.07,119.45,0.587777112,forest
55.93425762,73.35701639,0.418819188,forest
42.4,117.2,0.143439585,forest
50.9,121,0.495561054,forest
55.15,79.4,0.460258152,forest
47.4,33,4.668874172,forest
47.4,33,0.897777778,forest
47.4,33,0.581497797,forest
47.4,33,0.812993539,forest
47.4,33,0.425499697,forest
38.9589,112.1201,0.139938838,forest
40.7017,109.4051,0.417413153,forest
49.5016,121.3076,0.492409241,forest
42.17268061,48.03270061,0.338251986,forest
44.2444,118.722,0.220065302,forest
54.72053671,59.94544573,0.418819188,forest
53.23250194,82.47404097,0.234104046,forest
51.59716901,80.62177891,0.234104046,forest
51.11949125,118.7374846,0.418819188,forest
54.63385006,62.27372504,0.418819188,forest
55.93055822,68.3901693,0.418819188,forest
38.7529,111.8845,0.143599215,forest
52.9136365,90.82520231,0.30625,forest
51.22962556,82.80156429,0.30625,forest
54.86136881,81.7094906,0.418819188,forest
47.1009,119.9077,0.433546396,forest
54.53839226,64.26987148,0.418819188,forest
43.41636824,44.55823744,0.228671944,forest
38.7722,111.8833,0.143834001,forest
50.99113671,87.17783388,0.227109515,forest
54.7666667,-111.9,0.46,forest
54.7666667,-111.9,0.78,forest
56.22,92.32,0.222222222,forest
56.22,92.32,0.14986124,forest
56.72,85.67,0.214459295,forest
56.72,85.67,0.175233981,forest
56.72,85.67,0.160007287,forest
56.72,85.67,0.227528723,forest
56.72,85.67,0.233394272,forest
56.72,85.67,0.190411214,forest
56.72,85.67,0.207437944,forest
42.78588586,47.2023603,0.228671944,forest
49.5055,122.0056,0.415358538,forest
48.05,124.45,0.165270134,forest
48.05,124.45,0.205943917,forest
48.05,124.45,0.208624754,forest
48.05,124.45,0.218621002,forest
48.05,124.45,0.223177325,forest
54.3,76.3,0.461538462,forest
56.3,85,0.329938724,forest
56.3,85,0.325681611,forest
56.3,85,0.499749675,forest
56.3,85,0.617536847,forest
56.3,85,0.330078631,forest
-36.55,145.98,0.417656813,forest
-36.55,145.98,0.290629612,forest
-36.55,145.98,0.399027643,forest
-36.55,145.98,0.307415288,forest
-36.55,145.98,0.275948013,forest
-36.55,145.98,0.289877392,forest
-36.55,145.98,0.455676584,forest
-36.55,145.98,0.234821728,forest
-36.55,145.98,0.316072256,forest
38.8,112.07,0.455138237,forest
47.3,122.7,0.204883227,forest
54.91497891,64.19594566,0.418819188,forest
53.1102153,52.1455124,0.234104046,forest
55.33609306,79.95888462,0.418819188,forest
52.99863128,59.99830113,0.418819188,forest
55.6637239,88.29133787,0.235745614,forest
54.08403635,59.54903355,0.418819188,forest
56.13,92.19,0.224111283,forest
56.13,92.19,0.161397671,forest
56.13,92.19,0.130813953,forest
56.13,92.19,0.170465808,forest
38.88,112.03,0.143543046,forest
53.20942267,91.96637971,0.203428571,forest
54.24160045,59.89763843,0.418819188,forest
50.32748506,40.11896954,0.234104046,forest
54.36086496,60.53786641,0.418819188,forest
51.80403681,85.51532095,0.418819188,forest
51.93553066,85.91229846,0.418819188,forest
53.89857312,60.20170902,0.418819188,forest
38.8921,112.0335,0.143543046,forest
56.23333,-117.3,1.27,forest
56.23333,-117.3,0.79,forest
56.23333,-117.3,3.52,forest
53.02982479,83.92934895,0.418819188,forest
54.9608165,60.57068924,0.418819188,forest
55.24582053,61.03765852,0.418819188,forest
54.78520915,60.44374248,0.418819188,forest
42.12,119.47,0.437526562,forest
42.12,119.47,0.461079728,forest
51.29119456,81.03204801,0.234104046,forest
53.28404186,60.29035782,0.418819188,forest
42.4091,117.2078,0.143439585,forest
44.218,118.739,0.076594347,forest
44.218,118.736,0.581780951,forest
53.86072222,92.05815016,0.203428571,forest
43.03081227,47.41741498,0.228671944,forest
53.04461878,90.91967709,0.235745614,forest
52.46283788,110.0553535,0.235745614,forest
55.01674819,61.25559996,0.418819188,forest
48.2,32.3,0.718457847,forest
48.2,32.3,0.456146609,forest
48.2,32.3,0.305548251,forest
52.2,64,0.51888668,forest
52.2,64,0.341490545,forest
52.2,64,0.314662273,forest
52.2,64,0.300411523,forest
52.2,64,0.290986086,forest
52.2,64,0.282150776,forest
52.2,64,0.273295159,forest
52.2,64,0.265042268,forest
52.2,64,0.260067928,forest
52.2,64,0.255380201,forest
52.2,64,0.253225036,forest
52.2,64,0.25265188,forest
52.2,64,0.252322738,forest
52.2,64,0.492957746,forest
52.2,64,0.334605598,forest
52.2,64,0.293103448,forest
52.2,64,0.295510204,forest
52.2,64,0.298606016,forest
52.2,64,0.298365123,forest
52.2,64,0.297106109,forest
52.2,64,0.29269802,forest
52.2,64,0.289425982,forest
52.2,64,0.287515006,forest
52.2,64,0.285542891,forest
52.2,64,0.284587379,forest
52.2,64,0.285537701,forest
52.2,64,0.213636364,forest
52.2,64,0.186635945,forest
52.2,64,0.1664,forest
52.2,64,0.151930262,forest
52.2,64,0.142116183,forest
52.2,64,0.135407136,forest
52.2,64,0.13177648,forest
52.2,64,0.129283489,forest
52.2,64,0.128071482,forest
52.2,64,0.128519856,forest
52.2,64,0.130092924,forest
52.2,64,0.132342534,forest
52.2,64,0.134656272,forest
52.2,64,0.137268848,forest
52.2,64,0.229946524,forest
52.2,64,0.209302326,forest
52.2,64,0.191446029,forest
52.2,64,0.177133655,forest
52.2,64,0.166212534,forest
52.2,64,0.160048135,forest
52.2,64,0.155973451,forest
52.2,64,0.155462185,forest
52.2,64,0.157142857,forest
52.2,64,0.157370518,forest
52.2,64,0.161386139,forest
52.2,64,0.166666667,forest
52.2,64,0.171026157,forest
52.2,64,0.174796748,forest
52.2,64,0.161290323,forest
52.2,64,0.175675676,forest
52.2,64,0.201923077,forest
52.2,64,0.200704225,forest
52.2,64,0.196132597,forest
52.2,64,0.19221968,forest
52.2,64,0.192534381,forest
52.2,64,0.1875,forest
52.2,64,0.183800623,forest
52.2,64,0.1898017,forest
52.2,64,0.1875,forest
52.2,64,0.18115942,forest
52.2,64,0.177001127,forest
52.2,64,0.172669492,forest
52.2,64,0.167992048,forest
52.2,64,0.727969349,forest
52.2,64,0.581102362,forest
52.2,64,0.466209598,forest
52.2,64,0.396499239,forest
52.2,64,0.352355674,forest
52.2,64,0.317791411,forest
52.2,64,0.770334928,forest
52.2,64,0.586872587,forest
52.2,64,0.414423077,forest
52.2,64,0.375423729,forest
52.2,64,0.338836478,forest
52.2,64,0.148571429,forest
52.2,64,0.180392157,forest
52.2,64,0.189265537,forest
52.2,64,0.178494624,forest
52.2,64,0.172535211,forest
52.2,64,0.164156627,forest
52.2,64,0.157754011,forest
52.2,64,0.158476658,forest
52.2,64,0.154195011,forest
52.2,64,0.150802139,forest
52.2,64,0.149437052,forest
52.2,64,0.147670961,forest
40.7,109.4,0.417413153,forest
38.95,112.12,0.139938838,forest
53.2,65,0.669014085,forest
53.2,65,0.741176471,forest
53.2,65,0.756457565,forest
53.2,64,0.41843318,forest
53.2,64,0.459500483,forest
53.2,64,0.497287523,forest
44.191,118.72,0.189540402,forest
52.05810064,79.18848676,0.234104046,forest
52.76895214,84.36230876,0.203428571,forest
56.0053848,74.13243044,0.418819188,forest
50.51798575,115.0711656,0.235745614,forest
38.78,111.93,0.143352601,forest
40.78,111,0.545958662,forest
50.93268139,86.75619198,0.227109515,forest
53.21029613,81.58146324,0.234104046,forest
54.9652153,60.84426871,0.418819188,forest
56.06363894,70.02766853,0.418819188,forest
38.8438,112.0437,0.144903672,forest
51.19137369,90.38766033,0.214190094,forest
54.23959495,81.7986012,0.234104046,forest
55.80639474,74.25223207,0.418819188,forest
-26.614448,146.255906,0.402589827,forest
-26.614448,146.255906,0.377304889,forest
-26.614448,146.255906,0.280665185,forest
-26.614448,146.255906,0.262307777,forest
-26.614448,146.255906,0.32342698,forest
-26.614448,146.255906,0.330044961,forest
-26.614448,146.255906,0.214115314,forest
-26.614448,146.255906,0.321692676,forest
-26.614448,146.255906,0.261308241,forest
-26.614448,146.255906,0.337806054,forest
-26.614448,146.255906,0.609223677,forest
-26.614448,146.255906,0.38392031,forest
-26.614448,146.255906,0.405826334,forest
-26.614448,146.255906,0.522508547,forest
-26.614448,146.255906,0.395389945,forest
-26.614448,146.255906,0.706776835,forest
-26.614448,146.255906,0.378909146,forest
52.71183066,90.31667788,0.235745614,forest
55.28007656,79.66098677,0.418819188,forest
54.0939082,84.212682,0.418819188,forest
38.77,111.88,0.143834001,forest
56.25705032,69.10877298,0.418819188,forest
54.61986794,60.75625646,0.418819188,forest
39.9377,113.9746,0.346654275,forest
44.25924739,43.05016115,0.228671944,forest
54.55571466,61.49760123,0.418819188,forest
53.86854284,82.71326181,0.203428571,forest
47.1,37.25,0.327834621,forest
47.1,37.25,0.398626456,forest
47.1,119.9,0.433641975,forest
51.78808541,83.84242561,0.30625,forest
54.14955376,60.52548099,0.234104046,forest
52.04495775,84.90916827,0.235745614,forest
39.0051,112.2061,0.144200835,forest
39.93,113.97,0.346654275,forest
55.60920667,65.6089276,0.234104046,forest
50.51887564,106.3689698,0.235745614,forest
-36.3958,144.4304,0.308827786,forest
-35.76,145.01,0.246314837,forest
-35.76,145.01,0.351214284,forest
-35.76,145.01,0.226917232,forest
-35.76,145.01,0.175006337,forest
-35.76,145.01,0.114479221,forest
-35.76,145.01,0.177264734,forest
-35.76,145.01,0.180478976,forest
-35.76,145.01,0.108578332,forest
-35.76,145.01,0.266403513,forest
-35.76,145.01,0.349444271,forest
-35.76,145.01,0.2578516,forest
-35.76,145.01,0.346215048,forest
-35.76,145.01,0.109206323,forest
-35.76,145.01,0.137908623,forest
-35.76,145.01,0.187905502,forest
-35.76,145.01,0.135986406,forest
53.46047299,92.3261057,0.203428571,forest
52.49958847,108.4786096,0.227109515,forest
51.73358842,85.759157,0.235745614,forest
54.35393895,63.24993952,0.418819188,forest
48.59,120.61,0.227920018,forest
-30.92,146.5,0.44774197,forest
-30.92,146.5,0.548615899,forest
-30.92,146.5,0.309186614,forest
-30.92,146.5,0.519257126,forest
-30.92,146.5,0.386116024,forest
-30.92,146.5,0.301103231,forest
-30.92,146.5,0.273524306,forest
-30.92,146.5,0.382225914,forest
39.5005,112.2091,0.143215241,forest
54.0805614,80.79668094,0.234104046,forest
38.7986,111.9332,0.143352601,forest
55.79859398,72.67495057,0.418819188,forest
56.17,92.5,0.134751773,forest
56.17,92.5,0.135857461,forest
56.17,92.5,0.135026738,forest
56.17,92.5,0.134529148,forest
56.17,92.5,0.134831461,forest
56.17,92.5,0.153439153,forest
56.17,92.5,0.168729642,forest
56.17,92.5,0.102339181,forest
56.17,92.5,0.301903114,forest
56.17,92.5,0.151601423,forest
56.17,92.5,0.151079137,forest
56.17,92.5,0.160903642,forest
56.17,92.5,0.160775371,forest
56.17,92.5,0.160842508,forest
56.17,92.5,0.161237785,forest
52.67,52.17,0.396581197,forest
52.67,52.17,2.784313725,forest
52.67,52.17,1.371153846,forest
52.67,52.17,1.07826087,forest
55.34226691,61.46482617,0.418819188,forest
55.66184092,64.71196635,0.234104046,forest
54.60871993,62.05294177,0.418819188,forest
50.21847446,86.78513147,0.214285714,forest
51.45252301,84.22864675,0.214285714,forest
52.13799372,45.5172196,0.306068602,forest
50.82543904,40.24154146,0.306068602,forest
50.46580787,38.0413864,0.306068602,forest
51.9717018,45.62040205,0.306068602,forest
51.05007718,86.69438049,0.25245098,forest
50.01865124,113.0310489,0.25245098,forest
51.74596592,84.21666533,0.25245098,forest
51.87746053,95.50327638,0.25245098,forest
50.32688484,97.15013039,0.25245098,forest
55.85616499,75.6054631,0.244444444,forest
48,124.4,0.21,forest
48,124.4,0.21,forest
48,124.4,0.21,forest
48,124.4,0.21,forest
48,124.4,0.21,forest
48,124.4,0.21,forest
47.3,122.7,0.21,forest
47.3,122.7,0.21,forest
47.3,122.7,0.21,forest
-30,116.2,0.246920176,forest
-30,116.2,0.423911193,forest
-30,116.2,0.969962409,forest
-30,116.2,0.474937422,forest
-30,116.2,0.604455599,forest
-30,116.2,0.605693192,forest
-30,116.2,0.549759668,forest
-30,116.2,0.448912113,forest
-30,116.2,0.487812154,forest
-30,116.2,0.617108795,forest
-30,116.2,0.349518462,forest
-30,116.2,0.483110117,forest
-30,116.8,0.277588488,forest
-30,116.8,0.841646995,forest
-30,116.8,0.310144062,forest
-32,117.5,0.874910812,forest
-28.5,115.1,0.320828748,forest
-28.5,115.1,0.251074387,forest
-28.5,115.1,0.370613034,forest
-29.5,115.9,0.488299763,forest
-33.25,121.73,1.724324324,forest
-33.25,121.73,0.503174603,forest
-33.25,121.73,0.40122449,forest
-33.25,121.73,0.663366337,forest
-33.25,121.73,0.844871795,forest
-33.25,121.73,0.839716312,forest
-33.25,121.73,0.525280199,forest
-33.25,121.73,0.556842105,forest
-33.25,121.73,1.491891892,forest
-33.25,121.73,0.51,forest
-33.25,121.73,0.288592509,forest
-33.25,121.73,0.295377574,forest
-33.25,121.73,0.514602904,forest
41.5,2,10.32786885,forest
41.75,13.63,0.211187215,forest
41.75,13.63,0.568376068,forest
41.75,13.63,0.259241706,forest
41.75,13.63,0.326974665,forest
41.75,13.63,0.384923142,forest
41.75,13.63,0.294938918,forest
41.75,14.88,0.322526551,forest
41.83,12.5,0.240062134,forest
36.56666667,-5.566666667,0.217658302,forest
36.56666667,-5.566666667,0.268353309,forest
36.56666667,-5.566666667,0.182659601,forest
36.56666667,-5.566666667,0.401498551,forest
40.81666667,-4.033333333,0.228371687,forest
40.81666667,-4.033333333,0.23737772,forest
40.81666667,-4.033333333,0.204570409,forest
40.81666667,-4.033333333,0.291427103,forest
40.81666667,-4.033333333,0.2365032,forest
40.81666667,-4.033333333,0.247354873,forest
40.81666667,-4.033333333,0.174651435,forest
40.81666667,-4.033333333,0.232555024,forest
40.81666667,-4.033333333,0.294225521,forest
40.81666667,-4.033333333,0.387329893,forest
40.81666667,-4.033333333,0.216702675,forest
40.81666667,-4.033333333,0.458601568,forest
40.81666667,-4.033333333,0.311211891,forest
40.81666667,-4.033333333,0.382920516,forest
-34.052726,118.871246,0.156033647,forest
-34.052726,118.871246,0.270145693,forest
-34.052726,118.871246,0.201466576,forest
-34.052726,118.871246,0.200542735,forest
-34.052726,118.871246,0.209246468,forest
-34.052726,118.871246,0.275015304,forest
-33.14567,117.71874,0.622953695,forest
-33.14567,117.71874,0.66712282,forest
-33.14567,117.71874,1.039574788,forest
-33.14567,117.71874,1.024011361,forest
-33.14567,117.71874,0.870052298,forest
-33.14567,117.71874,1.274489364,forest
-33.14567,117.71874,0.657032247,forest
-33.14567,117.71874,1.499000763,forest
-33.14567,117.71874,0.811051225,forest
-33.14567,117.71874,1.795167062,forest
-33.14567,117.71874,0.696596285,forest
-33.14567,117.71874,0.859312314,forest
-33.14567,117.71874,0.763800163,forest
-33.14567,117.71874,0.637891781,forest
-33.14567,117.71874,0.834619309,forest
-33.14567,117.71874,0.808864946,forest
-33.14567,117.71874,1.034043497,forest
-33.14567,117.71874,0.889400585,forest
-33.14567,117.71874,0.516430947,forest
-33.14567,117.71874,0.583882173,forest
-33.14567,117.71874,0.31036119,forest
-33.14567,117.71874,0.239685022,forest
-33.14567,117.71874,0.420903861,forest
-33.14567,117.71874,0.490808005,forest
-33.14567,117.71874,0.458800928,forest
-33.14567,117.71874,0.368757246,forest
